dateGrouping,,nuRepos,startDates,cumAuthors,cumCommits,cumCheckers,windowAuthors,windowCommits,windowCheckers,ginisCumAuthors,ginisCumCommits,ginisWindowAuthors,ginisWindowCommits,totalLinesAddedPerPeriod,cumLinesAdded,sumOfCommit,cumCommit,uniqueAuthorNum,cumAuthorNumber,giniLoCWindow,giniLoCCum,giniCommitWindow,giniCommitCum
15,551,bumptech/glide,2016/7/1,64,1522,147,11,33,7,0.950786565,0.992316769,0.857142857,0.917748918,263,177893,9,1524,6,65,0.925475285,0.981699673,0.953422053,0.789664292
16,552,bumptech/glide,2016/10/1,66,1525,147,3,3,0,0.952277881,0.992331884,NA,NA,2003,179896,26,1550,15,72,0.869053563,0.979640819,0.79978033,0.789686362
17,553,bumptech/glide,2017/1/1,73,1579,166,16,54,19,0.957088628,0.990370602,0.9375,0.913255361,7703,187599,86,1636,15,82,0.948294727,0.981088635,0.874750097,0.794379165
18,554,bumptech/glide,2017/4/1,86,1666,173,18,87,7,0.959873639,0.990135939,0.912698413,0.981937603,2453,190052,94,1730,16,91,0.869656203,0.981605268,0.757882602,0.797556651
19,555,bumptech/glide,2017/7/1,99,1801,227,21,135,54,0.96061941,0.98953347,0.911816578,0.978052126,42345,232397,260,1990,27,113,0.988186781,0.984910596,0.881788818,0.812952067
20,556,bumptech/glide,2017/10/1,116,2102,1462,25,301,1235,0.980470777,0.989668494,0.944647773,0.959651365,12669,245066,180,2170,11,118,0.868403189,0.982625786,0.797685901,0.812585484
21,557,bumptech/glide,2018/1/1,123,2190,1860,14,88,398,0.982480986,0.987831787,0.895190237,0.941811329,4804,249870,45,2215,14,126,0.884743483,0.982655557,0.924816441,0.815039871
22,558,bumptech/glide,2018/4/1,129,2225,1876,8,35,16,0.982801937,0.987539829,0.703125,0.917857143,2104,251974,29,2244,11,130,0.857129278,0.982201498,0.878734383,0.815617054
23,559,bumptech/glide,2018/7/1,131,2253,2106,9,28,230,0.980317957,0.986614871,0.766183575,0.89689441,6657,258631,13,2257,7,134,0.853888138,0.982372715,0.896725252,0.818440271
24,560,bumptech/glide,2018/10/1,138,2283,2157,13,30,51,0.979618095,0.98575409,0.778280543,0.862091503,1885,260516,36,2293,13,142,0.934217507,0.982820293,0.850579765,0.819247695
25,561,bumptech/glide,2019/1/1,143,2302,2163,7,19,6,0.980094339,0.985658614,0.761904762,0.912280702,37611,298127,41,2334,5,145,0.997527319,0.985236763,0.914899896,0.836910821
26,562,bumptech/glide,2019/4/1,147,2359,2226,5,57,63,0.980606438,0.984787286,0.8,0.913394598,3202,301329,61,2395,8,151,0.981975551,0.985577801,0.751530294,0.836255488
27,563,bumptech/glide,2019/7/1,152,2416,2266,7,57,40,0.980692851,0.984127953,0.807142857,0.913157895,2907,304236,47,2442,5,154,0.788613691,0.985142382,0.739040696,0.835336231
28,564,bumptech/glide,2019/10/1,154,2443,2310,4,27,44,0.97968179,0.983544113,0.568181818,0.883838384,1777,306013,31,2473,6,158,0.987394485,0.985462797,0.89968111,0.836014899
29,565,bumptech/glide,2020/1/1,160,2487,2327,8,44,17,0.980449613,0.983450686,0.875,0.961229947,828,306841,29,2502,8,164,0.971359558,0.985874141,0.757332643,0.836221066
30,566,bumptech/glide,2020/4/1,164,2514,2339,6,27,12,0.980930458,0.98324747,0.833333333,0.913580247,426,307267,17,2519,4,165,0.995305164,0.985970412,0.862676056,0.836563269
31,567,bumptech/glide,2020/7/1,164,2517,2353,1,3,14,0.98093508,0.982937445,0,0.476190476,806,308073,25,2544,5,167,0.977047146,0.986069019,0.699441687,0.836479054
0,568,ReactiveX/RxJava,2012/1/1,1,1,0,1,1,0,0,0,0,0,1320,1320,12,12,1,1,1,1,0.922176309,0.922176309
1,569,ReactiveX/RxJava,2012/4/1,1,12,0,1,11,0,0,NA,0,NA,204,1524,7,19,2,2,0.990196078,0.998687664,0.740196078,0.896325459
2,570,ReactiveX/RxJava,2012/7/1,2,23,0,2,11,0,NA,NA,NA,NA,89,1613,9,28,1,2,1,0.998760074,0.370786517,0.882666299
3,571,ReactiveX/RxJava,2012/10/1,2,29,0,1,6,0,NA,NA,0,NA,26866,28479,214,242,11,12,0.957500186,0.937261587,0.904365222,0.902819272
4,572,ReactiveX/RxJava,2013/1/1,19,393,0,18,364,0,NA,NA,NA,NA,19281,47760,425,667,18,26,0.768116738,0.89781072,0.778350326,0.854728661
5,573,ReactiveX/RxJava,2013/4/1,26,695,0,14,302,0,NA,NA,NA,NA,10404,58164,164,831,17,33,0.813425125,0.887430369,0.83759078,0.852292231
6,574,ReactiveX/RxJava,2013/7/1,38,1171,0,22,476,0,NA,NA,NA,NA,78325,136489,662,1493,30,51,0.770830206,0.83327008,0.879281766,0.868743756
7,575,ReactiveX/RxJava,2013/10/1,52,1787,0,24,616,0,NA,NA,NA,NA,90263,226752,759,2252,32,70,0.895799837,0.882339053,0.842351771,0.86061661
8,576,ReactiveX/RxJava,2014/1/1,75,2407,0,34,620,0,NA,NA,NA,NA,52787,279539,636,2888,29,86,0.898252817,0.9055141,0.856911859,0.859902818
9,577,ReactiveX/RxJava,2014/4/1,92,3033,0,30,626,0,NA,NA,NA,NA,35142,314681,494,3382,31,101,0.845891905,0.911610742,0.875699552,0.86237758
10,578,ReactiveX/RxJava,2014/7/1,103,3403,0,29,370,0,NA,NA,NA,NA,9681,324362,251,3633,21,112,0.845739077,0.917403706,0.827833488,0.862376695
11,579,ReactiveX/RxJava,2014/10/1,112,3722,0,20,319,0,NA,NA,NA,NA,12441,336803,290,3923,17,118,0.843631943,0.918599148,0.843200112,0.862396949
12,580,ReactiveX/RxJava,2015/1/1,121,3968,0,19,246,0,NA,NA,NA,NA,9323,346126,184,4107,16,122,0.919682506,0.920055101,0.85634681,0.862474595
13,581,ReactiveX/RxJava,2015/4/1,123,4165,0,13,197,0,NA,NA,NA,NA,48516,394642,277,4384,14,126,0.95589084,0.927570243,0.826123102,0.863434287
14,582,ReactiveX/RxJava,2015/7/1,127,4541,0,13,376,0,NA,NA,NA,NA,115172,509814,159,4543,7,128,0.998552889,0.943394548,0.879091129,0.881156424
15,583,ReactiveX/RxJava,2015/10/1,128,4543,0,2,2,0,NA,NA,NA,NA,30236,540050,10,4553,6,129,0.999735415,0.946941632,0.999683968,0.887618488
16,584,ReactiveX/RxJava,2016/1/1,129,4557,0,7,14,0,NA,NA,NA,NA,134956,675006,5,4558,5,129,0.998921871,0.957157163,0.998921871,0.909677027
17,585,ReactiveX/RxJava,2016/4/1,132,4619,0,9,62,0,NA,NA,NA,NA,112598,787604,171,4729,15,136,0.962030536,0.953903061,0.792223767,0.909358072
18,586,ReactiveX/RxJava,2016/7/1,144,4834,0,22,215,0,NA,NA,NA,NA,151935,939539,198,4927,30,154,0.965993171,0.957775301,0.783830281,0.90869341
19,587,ReactiveX/RxJava,2016/10/1,156,4946,0,23,112,0,NA,NA,NA,NA,26426,965965,100,5027,24,169,0.943155456,0.96056809,0.757111721,0.906003514
20,588,ReactiveX/RxJava,2017/1/1,175,5070,405,28,124,405,0.989347443,0.999055689,0.933421517,0.961389885,14756,980721,77,5104,23,186,0.956584687,0.96282392,0.778020716,0.904434597
21,589,ReactiveX/RxJava,2017/4/1,195,5132,505,27,62,100,0.987093171,0.998889901,0.957777778,0.980967742,3498,984219,61,5165,24,204,0.947497949,0.965809494,0.760672765,0.904048527
22,590,ReactiveX/RxJava,2017/7/1,208,5177,505,21,45,0,0.987899848,0.99889955,NA,NA,6469,990688,62,5227,21,216,0.857551399,0.966059762,0.732033481,0.903027475
23,591,ReactiveX/RxJava,2017/10/1,218,5243,522,21,66,17,0.986941545,0.998759886,0.87394958,0.956327986,12692,1003380,58,5285,11,222,0.960872991,0.96694327,0.779745219,0.901804421
24,592,ReactiveX/RxJava,2018/1/1,227,5326,589,14,83,67,0.983209053,0.998248972,0.760127932,0.937960798,39656,1043036,85,5370,21,237,0.989408917,0.969326383,0.76263425,0.899894171
25,593,ReactiveX/RxJava,2018/4/1,244,5388,599,22,62,10,0.9842976,0.998144953,0.954545455,0.970967742,26476,1069512,81,5451,24,256,0.985453602,0.971047848,0.906561603,0.900161128
26,594,ReactiveX/RxJava,2018/7/1,258,5460,619,20,72,20,0.985103505,0.998003101,0.95,0.979166667,5205,1074717,44,5495,17,266,0.909822286,0.971432781,0.761964122,0.899512861
27,595,ReactiveX/RxJava,2018/10/1,270,5503,644,18,43,25,0.984195997,0.997907409,0.944444444,0.976744186,4377,1079094,24,5519,12,274,0.781793258,0.971380244,0.688708764,0.898869559
29,596,ReactiveX/RxJava,2019/1/1,274,5519,646,8,16,2,0.98444103,0.997880668,0.875,0.9375,455680,1534774,59,5578,9,279,0.996095945,0.979082201,0.984293954,0.92601843
30,597,ReactiveX/RxJava,2019/4/1,277,5543,694,4,24,48,0.984924937,0.997557477,0.75,0.899305556,1620,1536394,25,5603,5,282,0.943518519,0.979295578,0.661368313,0.925798184
31,598,ReactiveX/RxJava,2019/7/1,279,5581,694,8,38,0,0.985033002,0.997574108,NA,NA,76418,1612812,118,5721,11,290,0.969203591,0.980002732,0.72215299,0.922701512
32,599,ReactiveX/RxJava,2019/10/1,286,5652,3218,9,71,2524,0.993474208,0.998579953,0.887656278,0.962701725,2529,1615341,28,5749,12,299,0.807325928,0.980079357,0.770191702,0.922465535
33,600,ReactiveX/RxJava,2020/1/1,292,5729,4522,10,77,1304,0.994244273,0.997534136,0.897699387,0.910843757,323,1615664,27,5776,6,303,0.839009288,0.980294875,0.874255775,0.922700664
34,601,ReactiveX/RxJava,2020/4/1,300,5754,4522,11,25,0,0.994397759,0.99754485,NA,NA,455,1616119,28,5804,5,305,0.931868132,0.980411194,0.825152625,0.922880451
35,602,ReactiveX/RxJava,2020/7/1,302,5762,4522,4,8,0,0.99443486,0.997548258,NA,NA,3112,1619231,43,5847,10,312,0.870037132,0.980497086,0.816914555,0.922710623
0,603,jenkinsci/jenkins,2006/10/1,3,280,0,3,280,0,NA,NA,NA,NA,82305,82305,570,570,4,4,0.994297633,0.994297633,0.945435881,0.945435881
1,604,jenkinsci/jenkins,2007/1/1,5,1067,0,4,787,0,NA,NA,NA,NA,17576,99881,778,1348,5,7,0.983813154,0.994927297,0.753494293,0.913237227
2,605,jenkinsci/jenkins,2007/4/1,9,1583,0,6,516,0,NA,NA,NA,NA,29686,129567,419,1767,4,9,0.686878214,0.964649564,0.908091131,0.911771162
3,606,jenkinsci/jenkins,2007/7/1,10,2219,0,5,636,0,NA,NA,NA,NA,58954,188521,650,2417,8,13,0.988824216,0.980633457,0.937861297,0.919918077
4,607,jenkinsci/jenkins,2007/10/1,14,2748,0,8,529,0,NA,NA,NA,NA,14013,202534,591,3008,8,17,0.942808209,0.982697967,0.74359354,0.907903921
5,608,jenkinsci/jenkins,2008/1/1,26,3528,0,18,780,0,NA,NA,NA,NA,62527,265061,782,3790,18,28,0.913705044,0.970404297,0.906725795,0.907749782
6,609,jenkinsci/jenkins,2008/4/1,36,4316,0,23,788,0,NA,NA,NA,NA,23862,288923,701,4491,22,36,0.881401391,0.96725791,0.786121269,0.897827864
7,610,jenkinsci/jenkins,2008/7/1,43,4941,0,17,625,0,NA,NA,NA,NA,14880,303803,523,5014,19,44,0.883654421,0.968639868,0.761273071,0.891169488
8,611,jenkinsci/jenkins,2008/10/1,47,5383,0,15,442,0,NA,NA,NA,NA,23332,327135,695,5709,22,52,0.936265746,0.968564516,0.808747161,0.885323811
9,612,jenkinsci/jenkins,2009/1/1,54,6335,0,22,952,0,NA,NA,NA,NA,92568,419703,846,6555,20,58,0.944607435,0.967757317,0.928235325,0.894922024
10,613,jenkinsci/jenkins,2009/4/1,62,6890,0,23,555,0,NA,NA,NA,NA,21782,441485,519,7074,18,62,0.885572005,0.96623096,0.830143837,0.891797999
11,614,jenkinsci/jenkins,2009/7/1,66,7460,0,15,570,0,NA,NA,NA,NA,30603,472088,543,7617,18,69,0.835452503,0.965291117,0.857097554,0.889645384
12,615,jenkinsci/jenkins,2009/10/1,73,7931,0,18,471,0,NA,NA,NA,NA,46162,518250,494,8111,19,78,0.909959611,0.964488783,0.912393983,0.891970543
13,616,jenkinsci/jenkins,2010/1/1,83,8410,0,19,479,0,NA,NA,NA,NA,17645,535895,429,8540,18,84,0.862697315,0.96544877,0.822572384,0.88969404
14,617,jenkinsci/jenkins,2010/4/1,98,8782,0,32,372,0,NA,NA,NA,NA,17629,553524,332,8872,29,99,0.900111829,0.967197816,0.870644,0.889044373
15,618,jenkinsci/jenkins,2010/7/1,101,9156,0,20,374,0,NA,NA,NA,NA,26799,580323,371,9243,21,104,0.849919773,0.963036353,0.850334674,0.887772724
16,619,jenkinsci/jenkins,2010/10/1,118,9610,0,32,454,0,NA,NA,NA,NA,29529,609852,625,9868,32,124,0.873104515,0.956161295,0.861014835,0.88646173
17,620,jenkinsci/jenkins,2011/1/1,156,10497,0,49,887,0,NA,NA,NA,NA,40040,649892,961,10829,58,167,0.910785706,0.956303768,0.884160371,0.886609047
18,621,jenkinsci/jenkins,2011/4/1,193,11392,0,59,895,0,NA,NA,NA,NA,27396,677288,836,11665,56,199,0.914010008,0.957418291,0.858548518,0.88575945
19,622,jenkinsci/jenkins,2011/7/1,221,12135,0,49,743,0,NA,NA,NA,NA,69024,746312,667,12332,50,226,0.952089424,0.95612984,0.962069162,0.893269672
20,623,jenkinsci/jenkins,2011/10/1,237,12739,0,37,604,0,NA,NA,NA,NA,48194,794506,609,12941,47,250,0.961645054,0.959018894,0.887544966,0.893744524
21,624,jenkinsci/jenkins,2012/1/1,265,13271,0,53,532,0,NA,NA,NA,NA,17767,812273,521,13462,47,273,0.958051199,0.961713901,0.861972932,0.893176887
22,625,jenkinsci/jenkins,2012/4/1,288,13811,0,52,540,0,NA,NA,NA,NA,11204,823477,497,13959,49,298,0.922222718,0.963494367,0.805406119,0.89214478
23,626,jenkinsci/jenkins,2012/7/1,310,14391,11,45,580,11,0.993255132,0.999564122,0.953535354,0.989184953,14901,838378,640,14599,41,314,0.922441447,0.96355136,0.77424439,0.890142663
24,627,jenkinsci/jenkins,2012/10/1,328,14939,23,45,548,12,0.995360551,0.999612919,0.977777778,0.996958637,11823,850201,525,15124,51,340,0.884841411,0.964546395,0.807718879,0.889129328
25,628,jenkinsci/jenkins,2013/1/1,357,15582,34,54,643,11,0.995056846,0.999218555,0.957912458,0.987982469,22193,872394,664,15788,51,363,0.913877349,0.963601537,0.859024889,0.888492959
26,629,jenkinsci/jenkins,2013/4/1,382,16227,41,44,645,7,0.995594432,0.998961382,0.970779221,0.991805094,18699,891093,755,16543,56,391,0.883223702,0.963864896,0.816423466,0.887109183
27,630,jenkinsci/jenkins,2013/7/1,406,16925,47,55,698,6,0.996069594,0.998819573,0.981818182,0.995224451,23699,914792,697,17240,57,415,0.935672391,0.9647084,0.830680086,0.885806573
28,631,jenkinsci/jenkins,2013/10/1,436,17630,56,61,705,9,0.996150066,0.998547525,0.972677596,0.991646966,11747,926539,532,17772,56,441,0.892165891,0.964911412,0.832249192,0.885316146
29,632,jenkinsci/jenkins,2014/1/1,453,18163,74,44,533,18,0.996360599,0.998141455,0.974747475,0.984365228,21163,947702,679,18451,41,457,0.937128479,0.965615612,0.89017246,0.885682506
30,633,jenkinsci/jenkins,2014/4/1,470,18831,137,44,668,63,0.995170057,0.998152991,0.964285714,0.989568482,13383,961085,564,19015,39,475,0.889459133,0.965586266,0.847986676,0.885330886
31,634,jenkinsci/jenkins,2014/7/1,487,19437,150,41,606,13,0.995290897,0.997995575,0.941838649,0.992764661,12582,973667,723,19738,39,492,0.897560425,0.966011511,0.821147345,0.884863538
32,635,jenkinsci/jenkins,2014/10/1,503,20012,172,39,575,22,0.994428776,0.997531714,0.89044289,0.979920949,23077,996744,496,20234,43,512,0.941054482,0.966646493,0.919126088,0.885743731
33,636,jenkinsci/jenkins,2015/1/1,525,20675,191,46,663,19,0.993966592,0.99712504,0.925629291,0.983091212,12508,1009252,615,20849,41,529,0.792900544,0.966480467,0.836106455,0.885305078
34,637,jenkinsci/jenkins,2015/4/1,543,21133,220,40,458,29,0.993052068,0.996736685,0.907758621,0.978843548,8671,1017923,375,21224,43,546,0.799561758,0.966384538,0.837863873,0.88497343
35,638,jenkinsci/jenkins,2015/7/1,557,21529,226,39,396,6,0.993104654,0.996667594,0.923076923,0.992424242,12582,1030505,555,21779,46,567,0.835980854,0.96610732,0.85355476,0.884739144
36,639,jenkinsci/jenkins,2015/10/1,574,22071,230,44,542,4,0.992773822,0.996618423,0.943181818,0.992619926,19398,1049903,424,22203,35,579,0.856986469,0.965506215,0.93101943,0.885716866
37,640,jenkinsci/jenkins,2016/1/1,594,23061,249,52,990,19,0.991934066,0.996555146,0.936234818,0.994630516,25330,1075233,1160,23363,58,600,0.79523206,0.963488257,0.853212215,0.885257649
38,641,jenkinsci/jenkins,2016/4/1,616,23645,283,64,584,34,0.990712909,0.996423691,0.954044118,0.989524577,19398,1094631,458,23821,64,624,0.849159707,0.962725127,0.854589895,0.884740734
39,642,jenkinsci/jenkins,2016/7/1,641,24036,315,54,391,32,0.990793156,0.996075596,0.934027778,0.97362532,17005,1111636,319,24140,54,647,0.835165018,0.961790823,0.888377262,0.884790846
40,643,jenkinsci/jenkins,2016/10/1,655,24419,330,41,383,15,0.990229008,0.995954963,0.907317073,0.987989556,17324,1128960,530,24670,40,659,0.848693675,0.961220101,0.900326001,0.885153504
41,644,jenkinsci/jenkins,2017/1/1,673,24986,349,42,567,19,0.989871294,0.995850169,0.903508772,0.990253411,15454,1144414,534,25204,41,679,0.885437427,0.961699356,0.878259537,0.885131746
42,645,jenkinsci/jenkins,2017/4/1,686,25367,390,32,381,41,0.99069298,0.995979028,0.956554878,0.993150246,8159,1152573,231,25435,29,689,0.906037154,0.962075605,0.88418018,0.885118559
43,646,jenkinsci/jenkins,2017/7/1,702,25688,403,41,321,13,0.990693022,0.995894908,0.953095685,0.98873712,26378,1178951,429,25864,52,713,0.894430742,0.961222397,0.947250364,0.88660635
44,647,jenkinsci/jenkins,2017/10/1,727,26155,434,47,467,31,0.990891169,0.995727879,0.95813315,0.985977758,14202,1193153,481,26345,39,731,0.820866594,0.960889511,0.841795463,0.886102685
45,648,jenkinsci/jenkins,2018/1/1,748,26688,450,56,533,16,0.99036839,0.995615674,0.959821429,0.989446529,29349,1222502,467,26812,51,751,0.893220212,0.960669922,0.925164774,0.887190837
46,649,jenkinsci/jenkins,2018/4/1,763,27101,468,37,413,18,0.990304802,0.995419319,0.906906907,0.981167608,6902,1229404,368,27180,38,768,0.794575799,0.960817251,0.846641616,0.887066236
47,650,jenkinsci/jenkins,2018/7/1,782,27412,485,46,311,17,0.990162681,0.995314792,0.934782609,0.985435975,9469,1238873,349,27529,49,789,0.824699898,0.960872245,0.86616946,0.886957569
48,651,jenkinsci/jenkins,2018/10/1,799,27770,512,44,358,27,0.989762594,0.99528704,0.933501684,0.989757914,18852,1257725,423,27952,39,805,0.823246452,0.960415385,0.941539133,0.887944451
49,652,jenkinsci/jenkins,2019/1/1,816,28191,518,38,421,6,0.989756038,0.995256434,0.912280702,0.992082344,8225,1265950,389,28341,33,817,0.864559271,0.960479294,0.887902109,0.888093091
50,653,jenkinsci/jenkins,2019/4/1,827,28485,521,43,294,3,0.989818204,0.995237214,0.96124031,0.989795918,7013,1272963,249,28590,48,833,0.781518214,0.960123237,0.892355441,0.888151722
51,654,jenkinsci/jenkins,2019/7/1,852,28807,542,55,322,21,0.989302358,0.995241137,0.950649351,0.991570541,8259,1281222,361,28951,57,860,0.820516147,0.960537898,0.875481966,0.888142324
52,655,jenkinsci/jenkins,2019/10/1,875,29121,570,57,314,28,0.987897744,0.995021257,0.892230576,0.973612375,17169,1298391,376,29327,49,878,0.864100996,0.96000616,0.881496806,0.888062659
53,656,jenkinsci/jenkins,2020/1/1,892,29742,2234,50,621,1664,0.995292885,0.998548153,0.977283654,0.99799873,15899,1314290,596,29923,54,898,0.844931507,0.959909593,0.877730062,0.888004118
54,657,jenkinsci/jenkins,2020/4/1,909,30162,2312,52,420,78,0.994623165,0.998437245,0.92357002,0.983577534,24837,1339127,387,30310,47,913,0.861889082,0.959470774,0.93173293,0.888878561
55,658,jenkinsci/jenkins,2020/7/1,913,30278,2375,20,116,63,0.994424857,0.998392816,0.888095238,0.976600985,5591,1344718,235,30545,53,934,0.734779797,0.959595701,0.829302894,0.888636332
0,659,apache/flink,2010/10/1,5,30,0,5,30,0,NA,NA,NA,NA,361120,361120,420,420,16,16,0.958220351,0.958220351,0.969528505,0.969528505
1,660,apache/flink,2011/1/1,17,714,0,16,684,0,NA,NA,NA,NA,122697,483817,459,879,12,17,0.849275414,0.916389616,0.914412587,0.955924754
2,661,apache/flink,2011/4/1,19,968,0,12,254,0,NA,NA,NA,NA,102493,586310,437,1316,15,24,0.712019357,0.913476251,0.820906051,0.934232653
3,662,apache/flink,2011/7/1,25,1461,0,15,493,0,NA,NA,NA,NA,196228,782538,538,1854,16,27,0.740925182,0.882288734,0.868680351,0.918957644
4,663,apache/flink,2011/10/1,27,1917,0,16,456,0,NA,NA,NA,NA,58159,840697,456,2310,13,28,0.687294027,0.878469096,0.824857245,0.913439875
5,664,apache/flink,2012/1/1,28,2441,0,11,524,0,NA,NA,NA,NA,79255,919952,323,2633,10,31,0.656391815,0.868121815,0.840234936,0.907126632
6,665,apache/flink,2012/4/1,32,2822,0,12,381,0,NA,NA,NA,NA,111704,1031656,505,3138,12,33,0.765236697,0.874429982,0.850522114,0.900890874
7,666,apache/flink,2012/7/1,33,3182,0,12,360,0,NA,NA,NA,NA,43031,1074687,293,3431,8,34,0.747066069,0.879119082,0.786948594,0.896430796
8,667,apache/flink,2012/10/1,34,3435,0,6,253,0,NA,NA,NA,NA,45477,1120164,53,3484,3,34,0.934780219,0.883127557,0.725573028,0.894781129
9,668,apache/flink,2013/1/1,34,3489,0,2,54,0,NA,NA,NA,NA,19292,1139456,52,3536,5,37,0.772755546,0.887492999,0.672240449,0.89239959
10,669,apache/flink,2013/4/1,40,3556,0,8,67,0,NA,NA,NA,NA,11731,1151187,71,3607,11,44,0.843610945,0.900849439,0.832363579,0.891739017
11,670,apache/flink,2013/7/1,47,3651,0,16,95,0,NA,NA,NA,NA,30909,1182096,224,3831,17,51,0.872613964,0.905247932,0.89337803,0.892650255
12,671,apache/flink,2013/10/1,52,3941,0,14,290,0,NA,NA,NA,NA,70806,1252902,238,4069,16,58,0.837345234,0.904572002,0.825043195,0.889189965
13,672,apache/flink,2014/1/1,65,4167,0,22,226,0,NA,NA,NA,NA,139186,1392088,433,4502,31,78,0.795486615,0.904384609,0.808926544,0.882199488
14,673,apache/flink,2014/4/1,81,4621,0,30,454,0,NA,NA,NA,NA,539041,1931129,824,5326,38,98,0.83160976,0.872402925,0.871982159,0.882885999
15,674,apache/flink,2014/7/1,102,5516,3,40,895,3,0.990196078,0.999818709,0.975,0.998882682,154723,2085852,436,5762,43,116,0.849215326,0.885019638,0.787171364,0.876718109
16,675,apache/flink,2014/10/1,118,5904,3,36,388,0,0.991525424,0.999830623,NA,NA,174248,2260100,636,6398,44,135,0.798858724,0.886865064,0.75459076,0.867910259
17,676,apache/flink,2015/1/1,142,6635,3,50,731,0,0.992957746,0.999849284,NA,NA,153830,2413930,620,7018,50,154,0.740378658,0.888255718,0.7822076,0.862519472
18,677,apache/flink,2015/4/1,162,7189,3,50,554,0,0.99382716,0.999860899,NA,NA,232639,2646569,469,7487,58,181,0.891052797,0.901658537,0.889880356,0.864894512
19,678,apache/flink,2015/7/1,198,7676,3,66,487,0,0.994949495,0.999869724,NA,NA,191343,2837912,562,8049,69,219,0.846141715,0.909902938,0.841615336,0.86332793
20,679,apache/flink,2015/10/1,225,8134,3,58,458,0,0.995555556,0.999877059,NA,NA,155354,2993266,468,8517,51,240,0.875309294,0.914296634,0.861657808,0.863232878
21,680,apache/flink,2016/1/1,246,8671,3,51,537,0,0.995934959,0.999884673,NA,NA,117041,3110307,410,8927,69,279,0.796924105,0.92054582,0.791569163,0.860678215
22,681,apache/flink,2016/4/1,292,9066,22,73,395,19,0.99626401,0.999528709,0.984859409,0.991339107,137603,3247910,485,9412,69,317,0.809490944,0.92402281,0.812624028,0.858822391
23,682,apache/flink,2016/7/1,325,9522,28,63,456,6,0.995384615,0.999324872,0.968253968,0.993421053,121426,3369336,442,9854,73,363,0.828374666,0.929865305,0.789363905,0.856341823
24,683,apache/flink,2016/10/1,373,10125,46,79,603,18,0.994404942,0.999029522,0.973277075,0.994103556,193409,3562745,722,10576,90,408,0.798192118,0.929123532,0.759415433,0.851317525
25,684,apache/flink,2017/1/1,427,10796,93,100,671,47,0.990506409,0.998582709,0.969574468,0.990772743,200380,3763125,709,11285,91,452,0.788771002,0.928385158,0.760720803,0.846766398
26,685,apache/flink,2017/4/1,463,11436,118,82,640,25,0.990555332,0.998059947,0.969268293,0.9881875,119975,3883100,542,11827,63,480,0.781096331,0.928840553,0.800033048,0.845343404
27,686,apache/flink,2017/7/1,487,11982,171,62,546,53,0.988123972,0.997432308,0.951612903,0.983723823,158541,4041641,670,12497,66,503,0.829965847,0.928123423,0.823428925,0.844544633
28,687,apache/flink,2017/10/1,506,12595,356,57,613,185,0.989330284,0.996812985,0.950023708,0.97953353,179497,4221138,779,13276,69,528,0.796862245,0.927814543,0.804754039,0.842873174
29,688,apache/flink,2018/1/1,537,13512,762,75,917,406,0.989335132,0.995622633,0.952183908,0.976502947,68100,4289238,645,13921,79,567,0.794977597,0.930714606,0.767051696,0.842679321
30,689,apache/flink,2018/4/1,580,14052,950,84,540,188,0.989749546,0.994659236,0.954407295,0.96891253,117753,4406991,572,14493,93,620,0.834289646,0.933007366,0.811481372,0.841937287
31,690,apache/flink,2018/7/1,633,14697,1632,97,645,682,0.991400273,0.994422881,0.973244248,0.974261747,116716,4523707,716,15209,98,669,0.864724772,0.935758765,0.838520399,0.842419758
32,691,apache/flink,2018/10/1,682,15351,1873,105,654,241,0.990127495,0.993652674,0.925350721,0.975325796,93824,4617531,799,16008,121,723,0.826708696,0.936761287,0.814867815,0.842853968
33,692,apache/flink,2019/1/1,737,16209,2259,124,858,386,0.989503767,0.992583952,0.948980445,0.97315724,533003,5150534,804,16812,130,789,0.899352865,0.934075115,0.880525174,0.848650047
34,693,apache/flink,2019/4/1,807,17244,2439,140,1035,180,0.987779642,0.991437586,0.894365079,0.963478261,537169,5687703,1324,18136,141,840,0.883357565,0.93337724,0.889333946,0.85247262
35,694,apache/flink,2019/7/1,862,18414,2604,149,1170,165,0.985981766,0.990959885,0.929916616,0.981419321,171350,5859053,1203,19339,153,906,0.823328752,0.934500785,0.814037299,0.852238936
36,695,apache/flink,2019/10/1,917,19904,3034,147,1490,430,0.983133358,0.989097768,0.91292517,0.962718901,171177,6030230,1300,20639,148,947,0.789524143,0.93446023,0.788531706,0.851085195
37,696,apache/flink,2020/1/1,970,21032,3291,156,1128,257,0.980893533,0.987999259,0.891225182,0.964583851,349600,6379830,1692,22331,166,1014,0.805187886,0.934970295,0.772712936,0.846847912
38,697,apache/flink,2020/4/1,1055,22879,3837,180,1847,546,0.979044401,0.985696413,0.906084656,0.955889265,125083,6504913,1047,23378,165,1098,0.797651628,0.937279705,0.76868826,0.845849241
39,698,apache/flink,2020/7/1,1068,23076,3887,59,197,50,0.978808407,0.985666996,0.949152542,0.980913706,295352,6800265,1441,24819,155,1158,0.782059039,0.937699558,0.782110941,0.843099015
0,699,realm/realm-java,2012/4/1,6,278,0,6,278,0,NA,NA,NA,NA,110602,110602,278,278,6,6,0.68781758,0.68781758,0.922424484,0.922424484
1,700,realm/realm-java,2012/7/1,9,549,0,7,271,0,NA,NA,NA,NA,24921,135523,271,549,7,9,0.561387317,0.736856475,0.850386183,0.912981399
