dateGrouping,,nuRepos,startDates,cumAuthors,cumCommits,cumCheckers,windowAuthors,windowCommits,windowCheckers,ginisCumAuthors,ginisCumCommits,ginisWindowAuthors,ginisWindowCommits,totalLinesAddedPerPeriod,cumLinesAdded,sumOfCommit,cumCommit,uniqueAuthorNum,cumAuthorNumber,giniLoCWindow,giniLoCCum,giniCommitWindow,giniCommitCum
8,257,skylot/jadx,2015/1/1,10,443,20,3,64,10,0.9,0.984650113,0.666666667,0.91875,6947,71987,63,474,4,11,0.97706444,0.981410532,0.661371583,0.729622429
9,258,skylot/jadx,2015/4/1,11,481,24,4,38,4,0.909090909,0.981462231,0.75,0.934210526,4367,76354,24,498,5,12,0.984199679,0.982173941,0.723738314,0.728526646
10,259,skylot/jadx,2015/7/1,12,509,38,5,28,14,0.916666667,0.974873333,0.8,0.857142857,1499,77853,17,515,3,13,0.971981321,0.983077081,0.734656438,0.728469912
11,260,skylot/jadx,2015/10/1,13,516,38,3,7,0,0.923076923,0.975214198,NA,NA,179,78032,2,517,1,13,1,0.983115901,0.765363128,0.727923388
12,261,skylot/jadx,2016/1/1,13,527,48,1,11,10,0.923076923,0.971853257,0,0.763636364,1863,79895,16,533,5,17,0.893719807,0.98395081,0.626623725,0.725142963
13,262,skylot/jadx,2016/4/1,17,533,48,4,6,0,0.941176471,0.972170106,NA,NA,68,79963,1,534,1,18,1,0.983655676,1,0.724824608
14,263,skylot/jadx,2016/7/1,18,534,48,1,1,0,0.944444444,0.972222222,0,0,32,79995,2,536,1,18,1,0.9832416,0.875,0.725355265
15,264,skylot/jadx,2016/10/1,18,539,48,2,5,0,0.944444444,0.972479901,NA,NA,10,80005,3,539,1,18,1,0.983243694,0.8,0.726699841
16,265,skylot/jadx,2017/4/1,20,546,48,2,7,0,0.95,0.972832723,NA,NA,62,80067,7,546,2,20,0.870967742,0.983864829,0.629032258,0.729177227
19,266,skylot/jadx,2017/10/1,22,550,48,2,4,0,0.954545455,0.973030303,NA,NA,5082,85149,73,619,12,29,0.911631069,0.981620454,0.854819843,0.744114191
20,267,skylot/jadx,2018/1/1,29,634,56,11,84,8,0.965517241,0.971214511,0.909090909,0.955357143,3365,88514,43,662,4,29,0.773551263,0.979431018,0.82537324,0.748894035
21,268,skylot/jadx,2018/4/1,29,689,68,3,55,12,0.965517241,0.968838043,0.666666667,0.939393939,3813,92327,73,735,8,34,0.7850961,0.974487912,0.714623947,0.750470642
22,269,skylot/jadx,2018/7/1,34,745,87,9,56,19,0.96923597,0.968510376,0.865497076,0.948308271,2911,95238,33,768,6,37,0.940089316,0.974381141,0.822097217,0.752912028
23,270,skylot/jadx,2018/10/1,37,790,94,7,45,7,0.971822887,0.968623754,0.857142857,0.965079365,11845,107083,78,846,5,37,0.941747573,0.972502119,0.808077275,0.758873919
24,271,skylot/jadx,2019/1/1,40,932,121,8,142,27,0.974173554,0.964663214,0.875,0.941314554,16081,123164,190,1036,9,41,0.747046204,0.963587574,0.688454843,0.750131124
25,272,skylot/jadx,2019/4/1,42,1048,147,7,116,26,0.970683511,0.962007322,0.747252747,0.935676393,8900,132064,80,1116,4,42,0.912958801,0.965741666,0.602201678,0.740834475
26,273,skylot/jadx,2019/7/1,42,1116,193,1,68,46,0.971996052,0.955183204,0,0.847826087,1546,133610,21,1137,2,42,0.954721863,0.966086955,0.735122898,0.740782546
27,274,skylot/jadx,2019/10/1,44,1163,211,4,47,18,0.970594571,0.951111075,0.583333333,0.846335697,6719,140329,85,1222,7,47,0.872153594,0.964539853,0.776812734,0.743364192
28,275,skylot/jadx,2020/1/1,47,1209,251,5,46,40,0.972450623,0.95160137,0.79,0.915217391,11099,151428,50,1272,6,49,0.974340031,0.967044294,0.838058586,0.750048076
29,276,skylot/jadx,2020/4/1,48,1252,318,4,43,67,0.974318658,0.953649004,0.75,0.912877473,4028,155456,44,1316,6,52,0.975868918,0.969276976,0.687997968,0.748189797
30,277,skylot/jadx,2020/7/1,50,1264,319,3,12,1,0.975360502,0.953660073,0.666666667,0.916666667,28545,184001,67,1383,8,56,0.989280084,0.974538676,0.9242196,0.776664556
0,278,square/retrofit,2010/7/1,1,1,0,1,1,0,0,0,0,0,3907,3907,16,16,2,2,0.993857179,0.993857179,0.865745244,0.865745244
1,279,square/retrofit,2010/10/1,2,24,0,2,23,0,NA,NA,NA,NA,612,4519,13,29,3,4,0.714052288,0.925499742,0.819172113,0.874182025
2,280,square/retrofit,2011/1/1,4,30,0,3,6,0,NA,NA,NA,NA,1747,6266,17,46,8,9,0.883719029,0.85317587,0.742057813,0.833351066
3,281,square/retrofit,2011/4/1,9,50,0,8,20,0,NA,NA,NA,NA,47,6313,6,52,4,9,0.985815603,0.854189767,0.931914894,0.847224681
4,282,square/retrofit,2011/7/1,10,59,0,3,9,0,NA,NA,NA,NA,610,6923,13,65,5,12,0.954918033,0.848357911,0.95,0.859864762
5,283,square/retrofit,2011/10/1,12,73,0,5,14,0,NA,NA,NA,NA,286,7209,18,83,6,13,0.846153846,0.838280853,0.792266557,0.869445037
6,284,square/retrofit,2012/1/1,13,87,0,5,14,0,NA,NA,NA,NA,1669,8878,25,108,7,15,0.964649491,0.805747755,0.911024566,0.873733875
7,285,square/retrofit,2012/4/1,18,132,0,10,45,0,NA,NA,NA,NA,1708,10586,65,173,12,19,0.907068341,0.833805655,0.894394028,0.888302453
8,286,square/retrofit,2012/7/1,19,179,0,12,47,0,NA,NA,NA,NA,2034,12620,91,264,11,20,0.996460177,0.856276587,0.916683055,0.89889547
9,287,square/retrofit,2012/10/1,21,287,0,13,108,0,NA,NA,NA,NA,4774,17394,54,318,8,22,0.99198037,0.901219359,0.895677056,0.898122889
10,288,square/retrofit,2013/1/1,28,347,0,12,60,0,NA,NA,NA,NA,4622,22016,95,413,16,33,0.919717294,0.916393191,0.875162267,0.891903858
11,289,square/retrofit,2013/4/1,34,434,0,13,87,0,NA,NA,NA,NA,3484,25500,87,500,12,41,0.853251226,0.918221569,0.836054522,0.883870486
12,290,square/retrofit,2013/7/1,43,513,0,14,79,0,NA,NA,NA,NA,2527,28027,54,554,15,52,0.884504494,0.92257466,0.902472169,0.884410609
13,291,square/retrofit,2013/10/1,58,569,0,19,56,0,NA,NA,NA,NA,1918,29945,93,647,16,62,0.886757039,0.925125024,0.805957292,0.881185166
14,292,square/retrofit,2014/1/1,63,666,0,13,97,0,NA,NA,NA,NA,1164,31109,57,704,12,68,0.784598563,0.921141024,0.808572656,0.879016318
15,293,square/retrofit,2014/4/1,70,725,0,12,59,0,NA,NA,NA,NA,1013,32122,41,745,10,72,0.835910936,0.919358502,0.766041461,0.875764223
16,294,square/retrofit,2014/7/1,73,753,0,10,28,0,NA,NA,NA,NA,2592,34714,74,819,10,76,0.980281207,0.925749842,0.929340014,0.879998952
17,295,square/retrofit,2014/10/1,77,829,0,9,76,0,NA,NA,NA,NA,2893,37607,40,859,4,78,0.99815647,0.932962881,0.917129765,0.881910159
18,296,square/retrofit,2015/1/1,79,861,0,4,32,0,NA,NA,NA,NA,958,38565,28,887,7,83,0.868475992,0.933542673,0.883321735,0.881414246
19,297,square/retrofit,2015/4/1,87,955,0,12,94,0,NA,NA,NA,NA,9948,48513,129,1016,11,90,0.989445115,0.948918129,0.866416302,0.880851154
20,298,square/retrofit,2015/7/1,95,1062,0,12,107,0,NA,NA,NA,NA,4256,52769,100,1116,13,99,0.962171053,0.951857944,0.822529809,0.876283424
21,299,square/retrofit,2015/10/1,103,1155,0,13,93,0,NA,NA,NA,NA,6677,59446,133,1249,20,115,0.940928403,0.951969383,0.831601926,0.871876313
22,300,square/retrofit,2016/1/1,116,1292,0,18,137,0,NA,NA,NA,NA,3400,62846,73,1322,6,118,0.772941176,0.952587399,0.839044118,0.869864653
23,301,square/retrofit,2016/4/1,120,1338,0,6,46,0,NA,NA,NA,NA,1771,64617,41,1363,6,122,0.990062112,0.954826001,0.889299831,0.870023748
24,302,square/retrofit,2016/7/1,124,1374,0,6,36,0,NA,NA,NA,NA,4158,68775,25,1388,6,126,0.993554594,0.958063133,0.973805515,0.875723147
25,303,square/retrofit,2016/10/1,129,1403,0,8,29,0,NA,NA,NA,NA,2834,71609,55,1443,10,130,0.843095742,0.954840677,0.84356622,0.874675405
26,304,square/retrofit,2017/1/1,131,1447,0,10,44,0,NA,NA,NA,NA,2302,73911,37,1480,11,136,0.934404865,0.955528095,0.918645622,0.875661451
27,305,square/retrofit,2017/4/1,137,1484,70,10,37,70,0.99270073,0.999210628,0.9,0.968339768,104,74015,14,1494,4,137,0.967948718,0.955885333,0.963017751,0.876339832
28,306,square/retrofit,2017/7/1,138,1503,70,4,19,0,0.992753623,0.999220606,NA,NA,959,74974,18,1512,6,141,0.819812304,0.956494442,0.915353003,0.876405846
29,307,square/retrofit,2017/10/1,143,1518,70,8,15,0,0.993006993,0.999228308,NA,NA,1132,76106,33,1545,8,144,0.893740535,0.956600648,0.908844965,0.876667381
30,308,square/retrofit,2018/1/1,147,1569,77,9,51,7,0.992313809,0.998832907,0.73015873,0.941176471,280,76386,27,1572,8,147,0.517346939,0.956632123,0.720054945,0.876855836
31,309,square/retrofit,2018/4/1,149,1592,80,5,23,3,0.991610738,0.998555276,0.666666667,0.927536232,1379,77765,48,1620,7,150,0.930867779,0.957125171,0.915449061,0.87774095
32,310,square/retrofit,2018/7/1,150,1642,82,5,50,2,0.990569106,0.998336354,0.8,0.96,1961,79726,59,1679,6,152,0.634064253,0.957835388,0.835903568,0.876545135
33,311,square/retrofit,2018/10/1,153,1683,127,8,41,45,0.988626422,0.997684113,0.791666667,0.953929539,1276,81002,28,1707,6,154,0.92539185,0.957754291,0.839196563,0.875728207
34,312,square/retrofit,2019/1/1,155,1717,145,5,34,18,0.989365962,0.996276585,0.8,0.849673203,422,81424,17,1724,6,156,0.780094787,0.957780697,0.877962085,0.87559635
35,313,square/retrofit,2019/4/1,158,1732,150,7,15,5,0.989535865,0.995858353,0.8,0.906666667,722,82146,26,1750,6,159,0.978947368,0.958728315,0.811191136,0.875058516
36,314,square/retrofit,2019/7/1,159,1756,150,4,24,0,0.989601677,0.995914958,NA,NA,447,82593,15,1765,5,162,0.802013423,0.95950584,0.805369128,0.874605986
37,315,square/retrofit,2019/10/1,162,1777,151,5,21,1,0.989820947,0.995814808,0.8,0.952380952,547,83140,22,1787,4,164,0.992687386,0.960220398,0.814747105,0.874265227
38,316,square/retrofit,2020/1/1,167,1808,153,7,31,2,0.989785136,0.995578836,0.714285714,0.935483871,15215,98355,64,1851,11,173,0.927190273,0.964075909,0.968719257,0.889859101
39,317,square/retrofit,2020/4/1,174,1855,160,9,47,7,0.989152299,0.995148248,0.825396825,0.96656535,98,98453,4,1855,3,174,0.785714286,0.963734816,0.857142857,0.889712405
0,318,openzipkin/zipkin,2012/4/1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
7,319,openzipkin/zipkin,2014/1/1,2,2,0,1,1,0,NA,NA,0,0,0,0,2,3,1,2,1,1,1,1
8,320,openzipkin/zipkin,2014/4/1,2,7,0,1,5,0,NA,NA,0,NA,0,0,8,11,1,2,1,1,1,1
12,321,openzipkin/zipkin,2014/7/1,2,11,0,1,4,0,NA,NA,0,NA,212,212,2,13,1,3,1,1,0.981132075,0.998427673
13,322,openzipkin/zipkin,2015/7/1,4,36,0,2,25,0,NA,NA,NA,NA,14414,14626,111,124,5,7,0.944706535,0.963672,0.867283071,0.876610202
14,323,openzipkin/zipkin,2015/10/1,8,171,5,5,135,5,0.875,0.991812865,0.8,0.98962963,6063,20689,140,264,3,8,0.940293584,0.972711517,0.852904218,0.878270759
15,324,openzipkin/zipkin,2016/1/1,12,422,6,7,251,1,0.916666667,0.995260664,0.857142857,0.996015936,41319,62008,425,689,11,16,0.907330768,0.944355567,0.89709426,0.891203554
16,325,openzipkin/zipkin,2016/4/1,19,731,12,12,309,6,0.947368421,0.994528044,0.916666667,0.993527508,13141,75149,140,829,10,22,0.899601755,0.948583417,0.796762179,0.878363648
17,326,openzipkin/zipkin,2016/7/1,24,889,12,11,158,0,0.958333333,0.995500562,NA,NA,17670,92819,154,983,16,32,0.819822675,0.933368759,0.812337295,0.868234607
18,327,openzipkin/zipkin,2016/10/1,35,1006,12,17,117,0,0.971428571,0.996023857,NA,NA,6893,99712,87,1070,13,40,0.874921418,0.939487776,0.774574138,0.863039473
19,328,openzipkin/zipkin,2017/1/1,43,1080,12,11,74,0,0.976744186,0.996296296,NA,NA,4544,104256,65,1135,11,49,0.758538732,0.937995975,0.77562445,0.859257683
20,329,openzipkin/zipkin,2017/4/1,54,1172,12,18,92,0,0.981481481,0.996587031,NA,NA,20359,124615,125,1260,14,54,0.967264525,0.94575625,0.736455622,0.847832516
21,330,openzipkin/zipkin,2017/7/1,54,1285,46,4,113,34,0.981481481,0.992387075,0.75,0.944299844,19417,144032,110,1370,9,58,0.870487202,0.946233683,0.80283616,0.844673223
22,331,openzipkin/zipkin,2017/10/1,62,1397,67,13,112,21,0.980500722,0.991869571,0.871794872,0.979166667,14488,158520,78,1448,17,71,0.924014702,0.948367939,0.891630871,0.849015993
23,332,openzipkin/zipkin,2018/1/1,75,1492,81,19,95,14,0.98436214,0.992130871,0.947368421,0.987969925,11289,169809,117,1565,11,77,0.885764904,0.948257965,0.708947679,0.840843983
24,333,openzipkin/zipkin,2018/4/1,77,1610,103,7,118,22,0.985247762,0.990562624,0.857142857,0.968412943,51300,221109,108,1673,11,82,0.935473684,0.955654741,0.891183618,0.858373068
25,334,openzipkin/zipkin,2018/7/1,83,1683,104,12,73,1,0.986329935,0.990721697,0.916666667,0.98630137,13600,234709,81,1754,11,86,0.872985294,0.955016938,0.772455882,0.854590762
26,335,openzipkin/zipkin,2018/10/1,88,1796,116,13,113,12,0.98726489,0.990073727,0.923076923,0.97640118,65664,300373,99,1853,13,91,0.815175236,0.941544458,0.927790085,0.873606944
27,336,openzipkin/zipkin,2019/1/1,95,1900,117,13,104,1,0.988214125,0.990395861,0.923076923,0.990384615,37575,337948,162,2015,19,97,0.941243439,0.945691102,0.824387002,0.869696791
28,337,openzipkin/zipkin,2019/4/1,99,2036,178,16,136,61,0.985245716,0.991661332,0.882172131,0.982280617,54414,392362,131,2146,10,99,0.784900128,0.946254807,0.858378924,0.872406362
29,338,openzipkin/zipkin,2019/7/1,99,2181,195,10,145,17,0.984718985,0.990437226,0.805882353,0.963083164,20821,413183,133,2279,12,101,0.835603041,0.947158862,0.814466164,0.869565881
30,339,openzipkin/zipkin,2019/10/1,101,2283,195,10,102,0,0.985021579,0.990864472,NA,NA,3732,416915,41,2320,7,103,0.885762772,0.948056088,0.787928725,0.868815904
31,340,openzipkin/zipkin,2020/1/1,103,2366,196,9,83,1,0.985238756,0.991029379,0.888888889,0.987951807,37876,454791,84,2404,10,106,0.904460168,0.948757666,0.910797059,0.873052735
32,341,openzipkin/zipkin,2020/4/1,106,2417,199,8,51,3,0.985161657,0.990837514,0.791666667,0.967320261,9146,463937,57,2461,10,108,0.890055155,0.949637861,0.846677705,0.87232886
33,342,openzipkin/zipkin,2020/7/1,107,2428,210,5,11,11,0.985580774,0.990283988,0.8,0.826446281,17608,481545,136,2597,12,113,0.943858164,0.952357293,0.836805661,0.870974594
0,343,dbeaver/dbeaver,2012/10/1,3,212,0,3,212,0,NA,NA,NA,NA,295281,295281,212,212,3,3,0.992464805,0.992464805,0.983850904,0.983850904
1,344,dbeaver/dbeaver,2013/1/1,3,503,0,2,291,0,NA,NA,NA,NA,25513,320794,291,503,2,3,0.983459413,0.992119553,0.691956906,0.960637645
2,345,dbeaver/dbeaver,2013/4/1,3,725,0,1,222,0,NA,NA,0,NA,19154,339948,222,725,1,3,1,0.992563569,0.770074608,0.949975165
3,346,dbeaver/dbeaver,2013/7/1,5,1035,0,3,310,0,NA,NA,NA,NA,62235,402183,310,1035,3,5,0.505921105,0.95648001,0.877420457,0.938943612
4,347,dbeaver/dbeaver,2013/10/1,5,1410,107,2,375,107,0.8,0.998548419,0.5,0.994542056,25470,427653,375,1410,2,5,0.152807224,0.946457759,0.706031632,0.92533124
5,348,dbeaver/dbeaver,2014/1/1,5,1605,532,2,195,425,0.8,0.989658726,0.5,0.91571644,16293,443946,195,1605,2,5,0.870619284,0.9472357,0.713428257,0.917522132
6,349,dbeaver/dbeaver,2014/4/1,5,1797,863,2,192,331,0.8,0.98181919,0.5,0.910734517,13032,456978,192,1797,2,5,0.952117864,0.948399048,0.714362391,0.911786304
7,350,dbeaver/dbeaver,2014/7/1,5,1864,866,2,67,3,0.8,0.982185868,0.5,0.955223881,3825,460803,67,1864,2,5,0.999477124,0.948826288,0.789661319,0.911077539
8,351,dbeaver/dbeaver,2014/10/1,5,1958,875,2,94,9,0.8,0.982390778,0.5,0.970449173,4490,465293,94,1958,2,5,0.973273942,0.94925563,0.726354863,0.909686178
9,352,dbeaver/dbeaver,2015/1/1,5,2265,1015,2,307,140,0.8,0.980358638,0.5,0.963610982,21251,486544,307,2265,2,5,0.971201355,0.951157552,0.77852484,0.904437383
10,353,dbeaver/dbeaver,2015/4/1,6,2584,1153,3,319,138,0.833333333,0.977602177,0.666666667,0.947980555,43499,530043,319,2584,3,6,0.981608773,0.962123073,0.866473327,0.901420021
11,354,dbeaver/dbeaver,2015/7/1,6,2929,1644,1,345,491,0.833333333,0.98072177,0,0.984291154,20544,550587,345,2929,1,6,1,0.963536371,0.736054888,0.895450067
12,355,dbeaver/dbeaver,2015/10/1,11,3541,2520,6,612,876,0.838167388,0.977704711,0.683409437,0.961474468,34809,585396,612,3541,6,11,0.755741331,0.961497516,0.754702151,0.887567223
13,356,dbeaver/dbeaver,2016/1/1,15,4018,2919,8,477,399,0.868790682,0.975389865,0.855576441,0.955123658,27211,612607,477,4018,8,15,0.949442715,0.959472269,0.748468782,0.88156446
14,357,dbeaver/dbeaver,2016/4/1,19,4560,3282,6,542,363,0.887199718,0.973762255,0.743342516,0.958652272,20879,633486,542,4560,6,19,0.861985727,0.962795986,0.712605127,0.8771538
15,358,dbeaver/dbeaver,2016/7/1,19,5064,3564,3,504,282,0.880559986,0.973951934,0.420803783,0.974684791,20921,654407,504,5064,3,19,0.729936428,0.958551109,0.717830867,0.872577637
16,359,dbeaver/dbeaver,2016/10/1,26,5729,3974,10,665,410,0.904339747,0.972707483,0.789756098,0.960432789,47587,701994,665,5729,10,26,0.850323268,0.958434858,0.843155314,0.87101137
17,360,dbeaver/dbeaver,2017/1/1,31,6351,4250,9,622,276,0.919362429,0.971078052,0.825281804,0.943450301,57233,759227,622,6351,9,31,0.911720511,0.959607337,0.878054824,0.871791887
18,361,dbeaver/dbeaver,2017/4/1,35,6683,4365,7,332,115,0.929536901,0.970782751,0.852173913,0.955971713,22748,781975,332,6683,7,35,0.763715491,0.958753608,0.812450562,0.870097986
19,362,dbeaver/dbeaver,2017/7/1,42,7063,4464,14,380,99,0.941308244,0.970917782,0.878066378,0.966586922,19493,801468,380,7063,14,42,0.885394757,0.962409527,0.784148481,0.868126289
20,363,dbeaver/dbeaver,2017/10/1,52,8028,4549,18,965,85,0.951185383,0.973208274,0.919607843,0.986967388,87283,888751,965,8028,18,52,0.830896253,0.950102392,0.864347969,0.868139881
21,364,dbeaver/dbeaver,2018/1/1,58,8908,4586,18,880,37,0.955787479,0.975164305,0.932432432,0.985841523,54044,942795,880,8908,18,58,0.82194247,0.945041242,0.819399252,0.865527539
22,365,dbeaver/dbeaver,2018/4/1,70,9642,4789,20,734,203,0.961599499,0.974589468,0.935714286,0.958852901,47611,990406,734,9642,20,70,0.870456739,0.947645918,0.812069923,0.862979259
23,366,dbeaver/dbeaver,2018/7/1,81,10370,4914,15,728,125,0.966163695,0.974929913,0.8896,0.974406593,48283,1038689,728,10370,15,81,0.961261136,0.954603134,0.853282719,0.862785995
24,367,dbeaver/dbeaver,2018/10/1,99,11155,5159,24,785,245,0.971795881,0.974684009,0.920578231,0.968839204,116626,1155315,785,11155,24,99,0.916143689,0.957408647,0.875666552,0.864987651
25,368,dbeaver/dbeaver,2019/1/1,115,12398,5269,29,1243,110,0.975272925,0.975838599,0.936050157,0.979799605,65841,1221156,1243,12398,29,115,0.934951517,0.960073093,0.853407887,0.865251399
26,369,dbeaver/dbeaver,2019/4/1,126,13224,5513,21,826,244,0.976881484,0.974941907,0.912958626,0.952903584,255897,1477053,826,13224,21,126,0.960616185,0.9591314,0.959617247,0.88159123
27,370,dbeaver/dbeaver,2019/7/1,141,14132,6628,21,908,1115,0.978841108,0.972370964,0.895323511,0.933832797,83082,1560135,908,14132,21,141,0.901632122,0.961165577,0.807597584,0.878001845
28,371,dbeaver/dbeaver,2019/10/1,158,14739,7205,20,607,577,0.981307812,0.971203658,0.917764298,0.941848281,35528,1595663,607,14739,20,158,0.934758648,0.964439469,0.812290385,0.876571906
29,372,dbeaver/dbeaver,2020/1/1,173,15492,7708,25,753,503,0.983057914,0.970374099,0.935347913,0.953545658,42492,1638155,753,15492,25,173,0.941488986,0.966877222,0.850126482,0.876169234
30,373,dbeaver/dbeaver,2020/4/1,190,16419,8039,24,927,331,0.984279925,0.970485719,0.919813696,0.971466935,52564,1690719,929,16421,26,192,0.847331253,0.966198655,0.861189783,0.876051441
31,374,dbeaver/dbeaver,2020/7/1,192,16651,8192,11,232,153,0.984394073,0.970444439,0.862745098,0.965094659,47015,1737734,914,17335,24,204,0.85261688,0.966175627,0.885315854,0.876979638
0,375,signalapp/Signal-Android,2011/10/1,1,5,0,1,5,0,0,NA,0,NA,48248,48248,6,6,2,2,0.999875643,0.999875643,0.997952247,0.997952247
2,376,signalapp/Signal-Android,2012/1/1,2,6,0,1,1,0,NA,NA,0,0,6767,55015,53,59,3,4,0.99926112,0.999854585,0.830705573,0.974603165
3,377,signalapp/Signal-Android,2012/7/1,6,98,0,5,92,0,NA,NA,NA,NA,9749,64764,70,129,3,6,0.990563135,0.999283553,0.8410242,0.953238875
4,378,signalapp/Signal-Android,2012/10/1,7,140,0,3,42,0,NA,NA,NA,NA,9325,74089,72,201,2,7,0.999571046,0.999428615,0.814338255,0.934747398
5,379,signalapp/Signal-Android,2013/1/1,10,231,0,4,91,0,NA,NA,NA,NA,11427,85516,84,285,5,10,0.977465652,0.997614482,0.877147867,0.926569544
6,380,signalapp/Signal-Android,2013/4/1,11,310,0,4,79,0,NA,NA,NA,NA,7334,92850,50,335,4,13,0.995454959,0.997950099,0.800465264,0.916463229
7,381,signalapp/Signal-Android,2013/7/1,14,338,0,4,28,0,NA,NA,NA,NA,2195,95045,40,375,9,20,0.854783599,0.995698436,0.928952748,0.919062712
8,382,signalapp/Signal-Android,2013/10/1,27,427,0,16,89,0,NA,NA,NA,NA,43549,138594,316,691,20,36,0.978801858,0.993452201,0.872037883,0.903965728
9,383,signalapp/Signal-Android,2014/1/1,55,776,0,33,349,0,NA,NA,NA,NA,13332,151926,149,840,33,61,0.953621925,0.992358561,0.918583412,0.90709725
10,384,signalapp/Signal-Android,2014/4/1,68,903,0,24,127,0,NA,NA,NA,NA,14508,166434,125,965,22,71,0.932628304,0.99019311,0.908484307,0.9077209
11,385,signalapp/Signal-Android,2014/7/1,71,975,0,8,72,0,NA,NA,NA,NA,60695,227129,188,1153,9,75,0.974310075,0.991591277,0.853894175,0.89954102
12,386,signalapp/Signal-Android,2014/10/1,82,1238,0,18,263,0,NA,NA,NA,NA,21856,248985,184,1337,21,87,0.944756589,0.990676659,0.883778773,0.898357932
13,387,signalapp/Signal-Android,2015/1/1,90,1424,3,14,186,3,0.981481481,0.998829588,0.880952381,0.991039427,20857,269842,251,1588,15,96,0.918122727,0.990292643,0.867536079,0.896965718
14,388,signalapp/Signal-Android,2015/4/1,99,1687,15,15,263,12,0.976430976,0.996324837,0.833333333,0.98225602,24232,294074,282,1870,17,104,0.900931619,0.989587655,0.851442579,0.89373379
15,389,signalapp/Signal-Android,2015/7/1,105,1961,86,17,274,71,0.980509413,0.991188644,0.883181442,0.95574175,837331,1131405,352,2222,32,124,0.998985178,0.997291173,0.993646391,0.967616802
16,390,signalapp/Signal-Android,2015/10/1,135,2294,254,41,333,168,0.985418489,0.985652404,0.954413473,0.948913199,10293,1141698,137,2359,29,142,0.954136653,0.997153214,0.865378241,0.966792833
17,391,signalapp/Signal-Android,2016/1/1,143,2398,315,18,104,61,0.987545788,0.987159935,0.944444444,0.985025221,5348,1147046,50,2409,14,147,0.975749382,0.997152889,0.941103292,0.966710338
18,392,signalapp/Signal-Android,2016/4/1,147,2409,315,6,11,0,0.987884678,0.987218565,NA,NA,1805,1148851,15,2424,6,151,0.947036011,0.997147771,0.953462604,0.966643165
19,393,signalapp/Signal-Android,2016/7/1,152,2466,325,10,57,10,0.98791498,0.986450808,0.84,0.933333333,12575,1161426,127,2551,14,158,0.975959627,0.997050693,0.867333144,0.965541258
20,394,signalapp/Signal-Android,2016/10/1,160,2587,390,14,121,65,0.988974359,0.985394428,0.924175824,0.954609027,28108,1189534,204,2755,20,166,0.992918293,0.997093998,0.897231018,0.963904539
21,395,signalapp/Signal-Android,2017/1/1,171,2829,488,24,242,98,0.990533027,0.983763017,0.957482993,0.965508517,12313,1201847,185,2940,24,181,0.967570507,0.996914592,0.832779247,0.962668619
22,396,signalapp/Signal-Android,2017/4/1,181,2974,541,18,145,53,0.990226815,0.983421943,0.906708595,0.974886142,12516,1214363,124,3064,13,186,0.994660168,0.996927006,0.845050368,0.96142554
23,397,signalapp/Signal-Android,2017/7/1,187,3115,583,13,141,42,0.990836628,0.982221256,0.923076923,0.952043229,30263,1244626,228,3292,10,190,0.998656225,0.997035824,0.894711866,0.959759146
24,398,signalapp/Signal-Android,2017/10/1,191,3337,710,11,222,127,0.991696778,0.981717575,0.909090909,0.969603462,10075,1254701,96,3388,3,191,0.999702233,0.997072626,0.913279875,0.959417491
25,399,signalapp/Signal-Android,2018/1/1,198,3461,999,13,124,289,0.992320603,0.98192674,0.916156508,0.942432191,28886,1283587,157,3545,16,200,0.954658543,0.996801394,0.890906694,0.957932337
26,400,signalapp/Signal-Android,2018/4/1,202,3609,1268,11,148,269,0.990442577,0.982679124,0.891517405,0.971239827,21218,1304805,184,3729,14,207,0.996418136,0.996571157,0.897082949,0.956920553
27,401,signalapp/Signal-Android,2018/7/1,208,3773,1459,13,164,191,0.989854089,0.980633472,0.919855014,0.929989784,23569,1328374,181,3910,5,209,0.955853027,0.996363389,0.884180727,0.955591787
28,402,signalapp/Signal-Android,2018/10/1,209,3927,1597,3,154,138,0.989594725,0.97929416,0.618357488,0.944852249,17148,1345522,131,4041,4,211,0.999533473,0.996313925,0.884225117,0.954631107
29,403,signalapp/Signal-Android,2019/1/1,212,4112,2110,6,185,513,0.989273898,0.978950984,0.822287199,0.946504399,39261,1384783,194,4235,9,218,0.919640356,0.99594111,0.906046594,0.953265802
30,404,signalapp/Signal-Android,2019/4/1,219,4304,3680,9,192,1570,0.988974092,0.983769017,0.805661713,0.969161359,34457,1419240,212,4447,7,222,0.883216763,0.995614172,0.851140793,0.950918016
31,405,signalapp/Signal-Android,2019/7/1,224,4511,4515,8,207,835,0.989351962,0.98182177,0.804041916,0.935381411,45325,1464565,312,4759,7,226,0.59402096,0.994674951,0.901272375,0.949398615
32,406,signalapp/Signal-Android,2019/10/1,228,4848,5732,9,337,1217,0.987657778,0.979380998,0.645850452,0.942001175,106639,1571204,320,5079,9,231,0.747496226,0.993521971,0.890507043,0.946544814
33,407,signalapp/Signal-Android,2020/1/1,233,5177,7494,9,329,1762,0.987346673,0.974723143,0.704880817,0.897574254,73844,1645048,405,5484,11,238,0.823687774,0.993048027,0.818245019,0.941492578
